χίλια	1000
χιλιάδες	1000
εκατομμύριο	1000000
εκατομμύρια	1000000
δισεκατομμύριο	1000000000
δισεκατομμύρια	1000000000
τρισεκατομμύριο	1000000000000
τρισεκατομμύρια	1000000000000
