δέκα	10
έντεκα	11
δώδεκα	12
δεκατρία	13
δεκατέσσερα	14
δεκαπέντε	15
δεκαέξι	16
δεκαεπτά	17
δεκαοκτώ	18
δεκαεννέα	19
είκοσι	20
τριάντα	30
σαράντα	40
πενήντα	50
εξήντα	60
εβδομήντα	70
ογδόντα	80
ενενήντα	90
